name,description,website,location,incubator_name
Echo Labs,Echo Labs is developing the first artificial intelligence capable of human-level transcribing.,https://el.ai/,"San Francisco, California, United States, North America",Techstars
Boldr,Empowering households to reduce energy consumption while making homes a proactive part of the energy grid.,https://shopboldr.com,"London, England, United Kingdom, Europe",Techstars
Rubato,"AI-based, Biometrically personalized music therapy for Dementia patients.",https://www.rubato.life/,"Los Angeles, California, United States, North America",Techstars
Cubbit,"Your Cloud. Your Rules. Anywhere. Cubbit is the 1st geo-distributed cloud Enabler. Compose your S3 cloud in minutes, benefit for years.",https://www.cubbit.io,"Bologna, Emilia-Romagna, Italy, Europe",Techstars
Voatz,"Voatz is a mobile election voting platform, secured via smart biometrics, real time ID verification, and the blockchain for irrefutability.",https://voatz.com,"Boston, Massachusetts, United States, North America",Techstars
Doohickey AI,"SaaS, Integration, iPaaS, Digital Commerce, ERP",https://www.doohickey.ai,"Westerville, Ohio, United States, North America",Techstars
FreshX,Software powering logistics for the global food & beverage sector.,https://www.freshxlogistics.com/,"Chicago, Illinois, United States, North America",Techstars
Benny,Benny lends to employees of publicly traded companies so they can participate in their employer's stock purchase plans.,https://www.heybenny.com/,"Madison, Wisconsin, United States, North America",Techstars
PipeOps,"PipeOps focuses on easy deploying, monitoring, and scaling software.",https://pipeops.io,"Lekki, Lagos, Nigeria, Africa",Techstars
Fathom PBC,"Fathom is a workforce innovation company that makes it easy to find, employ, and track talent in the world of work.",http://www.fathompbc.org/,"Nashville, Tennessee, United States, North America",Techstars
HelioRec,"Simple, powerful floating solar technology",https://heliorec.com/,"Nantes, Pays de la Loire, France, Europe",Techstars
Mimrr,An AI software that eliminates and prevents technical debt for startups.,https://www.mimrr.com,"Dover, Delaware, United States, North America",Techstars
Dotterel Technologies,Dotterel Technologies is a company that develops noise reduction and audio recording technology for UAVs.,http://www.dotterel.com,"Parnell, Auckland, New Zealand, Oceania",Techstars
Verbz.ai,"Verbz is a voice-first collaboration app for business leaders. Assign tasks, capture notes, or chat with your team using just your voice.",https://www.verbz.ai/,"San Francisco, California, United States, North America",Techstars
Popp AI,Recruitment. Upgraded,https://www.joinpopp.ai/,"London, England, United Kingdom, Europe",Techstars
nFlux AI,Amazon funded startup that's bringing NASA technology to industries on Earth!,https://www.nflux.ai,"Los Angeles, California, United States, North America",Techstars
Satellites on Fire,Satellites on Fire helps to detect the real time forest fire through satellite imagery.,https://www.satellitesonfire.com/,"Buenos Aires, Distrito Federal, Argentina, South America",Techstars
Discoverist AI,The AI Engine that Individualizes the commerce experience to every shopper.,https://discoverist.ai/,"New York, New York, United States, North America",Techstars
PadSplit,PadSplit is an affordable housing tech startup that provides a house-sharing service for the workforce.,http://www.padsplit.com,"Atlanta, Georgia, United States, North America",Techstars
OmicsChart,Patient-centric cancer data and analytics platform for translational cancer biologists,https://www.omicschart.com,"Cardiff, Cardiff, United Kingdom, Europe",Techstars
KitchenMate,"KitchenMate provides premium food vending and micro-market service to offices, commercial buildings, schools, and hospitals in Toronto.",https://www.kitchenmate.com,"Toronto, Ontario, Canada, North America",Techstars
Fable,Fable is a dinnerware company that sells premium tableware made by artisans from recycled clay.,https://www.fablehome.co,"Vancouver, British Columbia, Canada, North America",Techstars
Xtreme Solution,"Xtreme Solution is an AI powered CRM platform where users can create accounts, transactions, customize dashboards and handle card management",https://xtreme-solution.com/,"Colombo, Western, Sri Lanka, Asia",Techstars
BuildrFi,Construction finances made simple,https://www.buildrfi.com,"Miami, Florida, United States, North America",Techstars
Piction Health,"Piction Health uses telehealth technology to provide dermatology services, focusing on accessible skin care solutions.",http://www.pictionhealth.com,"Boston, Massachusetts, United States, North America",Techstars
Aknext,Create Quality Content with Minimal Effort Built-In Generative AI,https://aknext.net/,"Colombo, Western, Sri Lanka, Asia",Techstars
TechRate,"""Techrate: Innovative IT solutions, AI-powered IoT management, and smart energy optimization.""",https://techrate.co/,"Kurunegala, North Western, Sri Lanka, Asia",Techstars
Blink Last Mile,Blink Last Mile is a Sustainable same-day delivery for e-commerce companies in Europe,https://www.blinklastmile.com,"Milano, Lombardia, Italy, Europe",Techstars
Kinetic,Kinetic creates wearable technology for the connected workforce.,http://www.wearkinetic.com,"New York, New York, United States, North America",Techstars
Seabound,Seabound is a carbon capture technology company.,https://www.seabound.co/,"London, England, United Kingdom, Europe",Techstars
Thryft Ship,Thryft Ship is a shipping platform made for small businesses on social media,https://thryftship.com/,"Atlanta, Georgia, United States, North America",Techstars
PairAnything,"PairAnything helps retail, food and beverage businesses sell to overlooked consumers with connected and curated experiences.",http://www.pairanything.com,"Davis, California, United States, North America",Techstars
Nyble,Helping people build their financial tomorrow.,https://www.nyble.com/,"Toronto, Ontario, Canada, North America",Techstars
Interface Fluidics,Interface Fluidics is an international technology company offering innovative reservoir fluid analysis services.,http://www.interfacefluidics.com/,"Calgary, Alberta, Canada, North America",Techstars
Liga Software,"""Revolutionize your business with Ligasoftware's all-in-one CRM with AI-powered automation for personalized growth.""",https://ligasoftware.ro/,"Boston, Massachusetts, United States, North America",Techstars
Hey freya,Hey freya engages in innovating women's health solutions focusing only on pregnancy and fertility.,https://www.heyfreya.co,"Portland, Maine, United States, North America",Techstars
Revent,Revent is a pre-owned device bank and AI powered virtual IT desk for businesses,https://revent.store,"Dubai, Dubai, United Arab Emirates, Asia",Techstars
Jelt,Jelt is a B2B platform for acquisition and management of medical supplies and inventory for the small health-sector businesses in LATAM.,https://jelt.com.co/,"Bogotá, Distrito Especial, Colombia, South America",Techstars
Spade AI,Spade AI gives B2B product marketing and sales teams market intelligence to rapidly respond to the ever changing market conditions.,https://getspade.ai,"New York, New York, United States, North America",Techstars
SportsVision,"SportsVision uses next-generation analytics to transform sports performance, empowering athletes to achieve their goals.",https://www.sportsvision.ai,"Minneapolis, Minnesota, United States, North America",Techstars
Lowr,Lowr is a cloud-based suite of employee engagement solutions.,https://www.lowr.co/contact,"London, England, United Kingdom, Europe",Techstars
PandoPartner,"PandoPartner is a self-service digital platform that provides organizations in sport, entertainment.",https://pandopartner.com/blog,"Georgetown, Ontario, Canada, North America",Techstars
Pulse Charter Connect,Pulse Charter Connect provides organ transportation logistics services.,https://pulsecharterconnect.com,"Chicago, Illinois, United States, North America",Techstars
Guideli,Guideli provides personalized resources from pre-departure to settlement in new countries and manage the visa application processes.,https://www.guideli.com/,"Brooklyn, New York, United States, North America",Techstars
Delov Technologies,Customize your experience to make messaging truly yours,https://delovtechnologies.com/,"Gardena, California, United States, North America",Techstars
Camperoni,"Building the personal digital assistant for parents, starting with managing kids' camps, sports and activities",https://www.camperoni.com/,"Minneapolis, Minnesota, United States, North America",Techstars
